DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
06/02/1970,7.17,0,0.6,0,5.7,1,-3.3,-11.2
07/02/1970,17.54,0,0,0,6.8,1,-2,NA
08/02/1970,15.5,0,3.2,0,6.5,0,2.6,-0.6
09/02/1970,17,0,2.6,0,4.5,0,1.2,-2
10/02/1970,10.83,0,0.1,0,6.2,0,0.8,-1.8
11/02/1970,6.5,0,0.2,0,5.4,1,-2.4,-7.8
12/02/1970,10.13,0,1.1,0,4,0,0.2,0.1
13/02/1970,8.75,0,1.6,0,3.8,1,-4,-6
14/02/1970,5.91,0,0.4,0,3.8,1,-2.2,-7.5
15/02/1970,5.41,0,0.2,0,2.8,1,-1.2,-6
16/02/1970,7.67,0,9.2,0,4,1,-0.7,-6
17/02/1970,15.79,1,0.8,0,5.7,0,0.5,-0.8
18/02/1970,13.5,0,2.8,0,8.5,0,0.9,-3
19/02/1970,16.54,0,3.5,0,11.6,0,2.6,1
20/02/1970,17.04,0,6,0,10.8,0,1.8,-1.5
21/02/1970,21.96,0,6.8,0,11.5,0,2.9,NA
22/02/1970,16.88,0,3.4,0,8.5,0,6.6,4.4
23/02/1970,15.29,0,0.1,0,8.9,0,2.4,0.2
24/02/1970,15.29,0,1.8,0,7.6,0,1.6,-3.4
25/02/1970,10.88,0,0,0,7.3,0,1,-1.5
26/02/1970,4.33,0,0,0,7.3,1,-0.4,-6.2
27/02/1970,7.67,0,1.3,0,5.9,1,-3.4,-10.4
28/02/1970,6.42,0,0,0,6.1,0,2.4,-1.5
01/03/1970,14.62,0,0.9,0,10.5,1,-1.4,-9.3
02/03/1970,10.63,0,0.2,0,5.8,0,3.4,0.3
03/03/1970,10.25,0,3.9,0,6.2,1,-2,-6.9
04/03/1970,13.62,0,0,0,5.5,1,-0.3,-1.2
05/03/1970,8.83,4,0,0,3.8,1,-1.9,-7
06/03/1970,8.5,4,0,0,7,1,-0.8,-7.8
07/03/1970,10.29,4,0,0,4.8,1,-1.8,-6.8
08/03/1970,11.21,0,1.3,0,6.8,0,1,-1.5
09/03/1970,7.25,0,0.9,0,6.6,0,1.4,-2.6
10/03/1970,10.08,0,7.4,0,6.2,1,-1,-6
11/03/1970,16.88,0,5.8,0,7.5,0,1,-0.1
12/03/1970,14.37,0,2.3,0,5.6,0,1.5,-0.2
13/03/1970,16.75,0,0,0,6,0,2.4,0
14/03/1970,7.29,0,0,0,8.4,0,2.1,-3.5
15/03/1970,8.33,0,0,0,10.2,0,3,-1
16/03/1970,14.92,0,0.5,0,11.5,0,4.7,1.1
17/03/1970,22.04,0,0.1,0,14,0,5,NA
18/03/1970,19.7,0,0.4,0,8.5,0,2,0.5
19/03/1970,12.25,0,0.3,0,10.5,0,1.5,-2.5
20/03/1970,15.29,0,0,0,14.6,0,5.4,NA
21/03/1970,7.38,0,6.8,0,9.3,0,7.4,4.6
22/03/1970,5.25,0,0.3,0,10.5,1,-1,-7.1
23/03/1970,11.34,0,1.3,0,8.8,0,4.4,-1.4
24/03/1970,8.17,4,0,0,6.8,0,2.8,-1.8
25/03/1970,4.25,0,0.2,0,9.8,1,-3,-9
26/03/1970,11.58,0,0.2,0,9.8,1,-0.4,-2.6
27/03/1970,11.92,0,0,0,7.5,1,-0.9,-6.7
28/03/1970,13.46,4,0,0,12.1,0,3.2,-0.6
29/03/1970,16.38,0,1.3,0,11.8,0,5.4,1.4
30/03/1970,19,0,2,0,10.7,0,5.5,2.1
31/03/1970,15.16,0,0.2,0,8.8,0,3.2,-0.6
01/04/1970,13.08,0,0.2,0,6.8,1,-2,-7
02/04/1970,10.83,0,0,0,9.7,1,-0.6,-7
03/04/1970,12.04,0,0,0,10.7,0,2.4,-3
04/04/1970,11.34,0,0.5,0,12.3,0,3.1,-2.2
05/04/1970,14.25,0,2.5,0,11,0,4.5,-1.2
06/04/1970,14.42,0,0,0,8.8,0,3.1,-0.6
07/04/1970,8,0,0.5,0,8.5,1,-0.5,-7.3
08/04/1970,7.46,0,0.5,0,8.2,0,0.1,-5.7
09/04/1970,8.92,0,0,0,8.9,0,0.4,-4.5
10/04/1970,6.25,0,8.6,0,8.4,0,1.4,-1.4
11/04/1970,3.96,0,11.7,0,6.9,0,2.2,1.5
12/04/1970,14.58,0,15.6,0,5.8,0,3.4,1.6
13/04/1970,4.96,4,0,0,10.4,1,-0.2,-4.4
14/04/1970,5.66,0,4,0,13.8,0,4,-0.2
15/04/1970,9.71,0,5,0,16.4,0,7.8,8.4
16/04/1970,13.17,0,0.1,0,15,0,11.4,10.1
17/04/1970,11.75,0,2,0,17.2,0,11.2,7.6
18/04/1970,11,0,3,0,14,0,6.8,3.6
19/04/1970,11.08,0,1.1,0,11.4,0,2,-1.8
20/04/1970,15.41,0,2.5,0,11.4,0,2.1,-1
21/04/1970,14.58,0,7.6,0,13.8,0,4,NA
22/04/1970,19.55,0,3.2,0,14.5,0,8,8.1
23/04/1970,16.21,4,0,0,12.4,0,8.5,7.6
24/04/1970,6.92,0,15.7,0,12.5,0,0.9,-4.4
25/04/1970,19.41,0,0.1,0,10.5,0,5,5.5
26/04/1970,12.12,0,0,0,10.8,0,2,-3.5
27/04/1970,7.33,0,0.5,0,10.2,0,0,-5.9
28/04/1970,13.83,0,1.6,0,11.1,0,2.9,-1.6
29/04/1970,9.04,0,1.1,0,13.2,0,3,-1.9
30/04/1970,8.29,0,0,0,16.3,0,6.5,7.4
01/05/1970,12.75,0,0,0,18,0,10.3,6.7
02/05/1970,16.66,0,0,0,19.8,0,10.4,10.4
03/05/1970,9.71,0,0,0,16.5,0,10.1,5.7
04/05/1970,9.25,4,0,0,15.4,0,10,2.5
05/05/1970,6.79,0,0,0,15.8,0,9.8,8
06/05/1970,3.37,0,8.1,0,12.2,0,9,6
07/05/1970,5.91,0,0.6,0,14.2,0,8.1,4.8
08/05/1970,7.92,4,0,0,17.5,0,9.5,6.2
09/05/1970,12.5,0,0,0,11.4,0,8.2,7.6
10/05/1970,10.21,0,0.7,0,12.8,0,9.2,8.8
11/05/1970,5.75,0,0,0,13.8,0,9,8.8
12/05/1970,7.25,0,0,0,17.5,0,8.4,2.5
13/05/1970,2.54,0,0,0,17.5,0,5.4,-1
14/05/1970,3.25,0,0,0,17,0,5.9,-0.9
15/05/1970,3.83,0,0,0,16.4,0,8.4,2.6
16/05/1970,7.17,0,0,0,15.4,0,8.1,1.5
17/05/1970,2.79,0,0,0,16.6,0,9.3,2.2
18/05/1970,8.54,0,0.5,0,18.8,0,12.4,6.6
19/05/1970,12.04,0,0,0,16,0,9.4,9
20/05/1970,15.83,0,0.6,0,18,0,8.7,4.8
21/05/1970,17.37,0,0.2,0,14.8,0,8.5,4.6
22/05/1970,8.87,0,0,0,17.1,0,7.9,3.7
23/05/1970,8.75,0,0,0,18.4,0,9.2,5.5
24/05/1970,10.08,0,2.2,0,17.9,0,10.9,6
25/05/1970,14.17,0,0,0,17.6,0,10,4.2
26/05/1970,13.37,0,0,0,19.5,0,10.6,6.1
27/05/1970,6.46,0,0,0,20,0,10.3,4.2
28/05/1970,5.33,0,0,0,15.6,0,10.5,7
29/05/1970,6.04,0,0,0,16.6,0,8.5,0
30/05/1970,10.58,0,0,0,16.6,0,9.4,6.2
31/05/1970,13.37,0,0,0,21,0,12,8
01/06/1970,4.12,0,0.5,0,17.2,0,11.4,10.4
02/06/1970,6.5,0,0,0,19.6,0,12.2,8.4
03/06/1970,6.75,0,0,0,23.6,0,11.9,6.3
04/06/1970,11.08,0,0,0,19.4,0,11.2,3.5
05/06/1970,8.33,0,0,0,18.5,0,10.4,3.5
06/06/1970,5.91,0,0,0,19,0,9.8,1.7
07/06/1970,5.04,0,0,0,21.5,0,10.4,5
08/06/1970,3.42,0,0,0,21.5,0,11.8,6.5
09/06/1970,1.46,0,0,0,23.5,0,11.5,10.5
10/06/1970,1.63,0,0,0,25.3,0,11.4,11.4
11/06/1970,2.42,0,0,0,22.5,0,13.6,9.9
12/06/1970,2.25,0,0,0,18.2,0,13.5,10.9
13/06/1970,3.13,0,0,0,20.9,0,13.1,11.5
14/06/1970,5.21,0,0,0,19.4,0,13,8.4
15/06/1970,1.75,0,0,0,22.4,0,8.6,4.5
16/06/1970,9.25,0,0,0,16.8,0,10.8,8
17/06/1970,11.96,0,1.3,0,18.6,0,12.2,10.4
18/06/1970,2,0,2.3,0,19.5,0,13.5,12.5
19/06/1970,2.42,0,0,0,21.2,0,13.8,13.2
20/06/1970,7.21,0,0,0,19.8,0,14,12
21/06/1970,15.41,0,1.1,0,18.4,0,13.2,NA
22/06/1970,8.92,0,1.6,0,20,0,11.4,9.6
23/06/1970,8.33,0,2.8,0,18,0,10.5,8
24/06/1970,14.5,0,0.4,0,19.2,0,13.4,13
25/06/1970,9.29,0,0,0,19.5,0,10.7,8
26/06/1970,7.83,0,2.2,0,18,0,13,9
27/06/1970,4.79,0,10.2,0,18.5,0,12,7.5
28/06/1970,13.67,0,1.5,0,17.2,0,12.5,11.2
29/06/1970,15.92,0,1.4,0,16.8,0,10,8
30/06/1970,7.87,0,2.2,0,16,0,9.8,5
01/07/1970,19.95,0,2.2,0,16.1,0,10.5,8.3
02/07/1970,18.29,0,0,0,16.7,0,10,7.4
03/07/1970,9.42,0,0.2,0,18.8,0,9.1,5
04/07/1970,12.12,0,0.3,0,19.5,0,13.8,13
05/07/1970,9,0,0,0,23,0,12.1,8.6
06/07/1970,7.08,0,0,0,22.6,0,15.4,13.7
07/07/1970,3.21,0,0,0,20.2,0,12.2,6.1
08/07/1970,6.34,0,5.4,0,22,0,14.9,9.4
09/07/1970,12.62,0,0.4,0,16.7,0,10.5,8.9
10/07/1970,10.79,0,3.8,0,18.3,0,9,5
11/07/1970,15.87,0,0,0,18,0,12,8
12/07/1970,17.5,0,0,0,24,0,13.4,11.9
13/07/1970,14.58,0,3.7,0,18.4,0,12.9,10
14/07/1970,12.87,0,0.3,0,16.4,0,9.4,8.8
15/07/1970,12.46,0,0,0,17,0,8.6,5
16/07/1970,7.41,0,0,0,20,0,8.7,4.1
17/07/1970,8.71,0,0,0,22.6,0,12.6,9.6
18/07/1970,11.04,0,2.5,0,21.8,0,13.9,12.5
19/07/1970,8.21,0,0,0,17.8,0,12.5,11.5
20/07/1970,9.33,0,0.5,0,15.5,0,7.6,4
21/07/1970,9.17,0,0,0,16.1,0,7.4,2.4
22/07/1970,5.79,0,5.5,0,19.6,0,5.8,-1
23/07/1970,4.58,0,11.1,0,23.2,0,12.3,11.6
24/07/1970,10.79,0,6,0,21.1,0,14.2,12.6
25/07/1970,10.34,0,7.1,0,19,0,9.7,6.5
26/07/1970,8.08,0,9.8,0,19,0,12.5,7.5
27/07/1970,7.79,0,0.3,0,21.2,0,14.5,14
28/07/1970,7.41,0,1,0,20,0,12,7.5
29/07/1970,6.96,0,0,0,18.2,0,10,5
30/07/1970,12.17,4,0,0,21.6,0,13,9.8
31/07/1970,4.67,0,0.1,0,19.8,0,16,14.8
01/08/1970,2.58,0,0,0,21,0,15.6,13.8
02/08/1970,2.62,0,0,0,21.6,0,15,14.2
03/08/1970,4.5,0,14.8,0,22.2,0,12.2,6.6
04/08/1970,2.25,0,0.1,0,21.5,0,14.8,12.6
05/08/1970,5.37,0,0.1,0,16.6,0,13.3,6.8
06/08/1970,3.04,0,0.7,0,16.6,0,14.8,11.4
07/08/1970,1.29,0,0,0,17,0,13,11
08/08/1970,4.46,0,0,0,16.6,0,12.8,11.1
09/08/1970,13.13,0,1.5,0,19.7,0,13,10.6
10/08/1970,8.29,0,0.2,0,19.8,0,14.7,14.5
11/08/1970,3.17,0,0,0,20,0,9.6,4.8
12/08/1970,4.96,0,3.3,0,22.7,0,15.4,13
13/08/1970,7.5,0,5.6,0,18.2,0,16.3,13.3
14/08/1970,7.96,0,0.8,0,17.2,0,10,5
15/08/1970,10.37,0,23.1,0,17.6,0,10.6,5.5
16/08/1970,20.75,0,0,0,16,0,10.4,9.7
17/08/1970,10.41,4,0,0,17.5,0,8.1,4.5
18/08/1970,1.21,4,0,0,14.8,0,9.2,5.2
19/08/1970,5.88,0,0,0,17.6,0,9.8,3.8
20/08/1970,13.5,0,1,0,18,0,11.5,8
21/08/1970,10.88,0,6.2,0,17.2,0,11.6,10.6
22/08/1970,6.34,4,0,0,17.6,0,13.4,12
23/08/1970,1.42,0,0,0,17,0,10,5.2
24/08/1970,1.75,0,0,0,20.2,0,9.8,3.9
25/08/1970,1.21,0,0,0,19.5,0,10.1,9
26/08/1970,0.37,0,0,0,15.8,0,9.6,10.6
27/08/1970,1.25,0,0,0,18.3,0,8.5,9.2
28/08/1970,1,0,0,0,18.9,0,9.6,7
29/08/1970,4.67,0,0,0,23.8,0,11.3,5.2
30/08/1970,9.42,0,0.7,0,20.2,0,12.9,7.6
31/08/1970,14.04,0,1.3,0,17.5,0,10.1,NA
01/09/1970,11.38,0,4,0,18.3,0,10.2,7
02/09/1970,11.29,0,1,0,20.4,0,13,11
03/09/1970,7.17,0,0,0,15.6,0,11.2,7.5
04/09/1970,12.92,0,0,0,19.1,0,12.6,10.2
05/09/1970,10.34,0,0.1,0,19.7,0,12.3,8
06/09/1970,5.17,0,0,0,21.2,0,12.3,8
07/09/1970,5.71,0,6.8,0,19.5,0,10.8,3
08/09/1970,11.63,0,1.4,0,16.6,0,13.2,11.4
09/09/1970,22.37,0,0.8,0,16.8,0,12.5,9.5
10/09/1970,15.71,0,1.3,0,14.8,0,10.6,9
11/09/1970,8.54,0,0.2,0,15.4,0,10.4,NA
12/09/1970,5.54,0,0.9,0,15,0,6.8,3.4
13/09/1970,5.58,0,2.2,0,15.4,0,5.2,1.2
14/09/1970,5.04,4,0,0,16.6,0,6,2.8
15/09/1970,5.96,0,6.1,0,15.1,0,7.2,4.3
16/09/1970,9.75,0,0.9,0,17.5,0,4.8,0.3
17/09/1970,19.08,0,5.6,0,19.2,0,10,11
18/09/1970,0.54,0,2.8,0,14.8,0,12.6,11
19/09/1970,4,0,0.2,0,18.4,0,7.8,4.8
20/09/1970,4.08,0,0,0,21.8,0,12.5,12.3
21/09/1970,3.17,0,0,0,17,0,10.8,5.6
22/09/1970,6.54,0,0.6,0,19.6,0,13.2,10.2
23/09/1970,4.54,0,0,0,19.4,0,13.7,9.5
24/09/1970,1.17,0,0,0,19.8,0,10,9.8
25/09/1970,4.5,0,10.5,0,18,0,10,5.3
26/09/1970,10.75,0,0.3,0,17.1,0,14.9,13
27/09/1970,3.13,0,1.1,0,17.6,0,9.6,4.1
28/09/1970,4.67,0,0.2,0,19,0,12,7.5
29/09/1970,13.17,0,2.3,0,17.4,0,9.8,7.3
30/09/1970,12.08,0,0.5,0,14.5,0,11.2,9
01/10/1970,17.29,4,0,0,16.6,0,11,9
02/10/1970,20.62,4,0,0,12.2,0,10.4,7.5
03/10/1970,11.75,0,0.6,0,15.1,0,8,4.8
04/10/1970,18.75,0,6.4,0,16.4,0,11.2,10.6
05/10/1970,14.88,0,0.5,0,13.8,0,9.4,7.3
06/10/1970,11.63,0,0,0,13,0,6.7,4
07/10/1970,8.25,0,0.4,0,13.4,0,5.4,2.5
08/10/1970,4.42,0,0.7,0,12.5,0,3,-1
09/10/1970,4.17,0,0,0,14.5,0,1.5,-3.2
10/10/1970,3.25,0,0,0,15.4,0,5.9,1.6
11/10/1970,3.04,0,3.3,0,15.2,0,8,0.4
12/10/1970,6.13,0,0,0,16.5,0,11.3,5.6
13/10/1970,8.12,0,0,0,18.6,0,12.5,8.1
14/10/1970,6.08,0,0,0,17.6,0,12.1,8.2
15/10/1970,6.13,0,0,0,15.2,0,8.1,3.9
16/10/1970,4.12,0,0,0,14.5,0,12.6,10
17/10/1970,5.88,0,0,0,15.6,0,8,2.5
18/10/1970,19.62,0,1,0,14.7,0,9.1,5.4
19/10/1970,18.58,0,0.7,0,11.5,0,7.9,4.7
20/10/1970,16.33,4,0,0,8.5,0,4.2,1
21/10/1970,10.96,4,0,0,9.1,0,4,-0.1
22/10/1970,6.87,0,0,0,11.2,0,6,2
23/10/1970,12.25,0,0,0,14,0,8,6.6
24/10/1970,15.87,0,0.9,0,15.4,0,10.2,11
25/10/1970,12.21,0,6.1,0,12.8,0,11.2,10.2
26/10/1970,8.54,0,6.2,0,12,0,6.4,2.5
27/10/1970,10.17,0,5.9,0,13.5,0,4.6,-2
28/10/1970,9.33,0,1,0,15.8,0,8.8,8
29/10/1970,13.17,0,0.6,0,16.5,0,9.2,8.8
30/10/1970,12.46,0,15.3,0,16.5,0,11.4,8
31/10/1970,16.25,0,0.4,0,18.9,0,10,9.2
01/11/1970,11.46,0,12,0,15.5,0,8.5,5.5
02/11/1970,13.33,0,0.5,0,14.5,0,8.5,8.1
03/11/1970,23.75,0,0.6,0,11.8,0,9.2,6.6
04/11/1970,12.92,0,0.2,0,12.5,0,7.4,4.7
05/11/1970,13.5,0,0.7,0,12,0,7.1,3.7
06/11/1970,7.33,0,28.3,0,9.5,0,5.4,1.9
07/11/1970,9.71,0,0,0,9.9,0,6.5,6.5
08/11/1970,14.42,0,2.5,0,11.7,0,1.8,-4.1
09/11/1970,15.75,0,2.3,0,11.4,0,8,5
10/11/1970,10.96,0,4.4,0,14,0,7.6,6.3
11/11/1970,11.92,0,0.7,0,9.6,0,8.5,6.8
12/11/1970,15.09,0,0.1,0,7.4,0,3,0
13/11/1970,8.75,0,0,0,6.6,0,2,-1
14/11/1970,8.25,0,0,0,6.5,1,-0.1,-6
15/11/1970,6.04,0,4.4,0,8,1,-1.1,-8.5
16/11/1970,10.75,0,0,0,8.8,1,-0.4,-2.1
17/11/1970,4.92,0,9.9,0,8.8,0,6,3
18/11/1970,8.96,0,9.8,0,8.2,1,-0.9,-6.5
19/11/1970,9.5,0,4,0,8.5,1,-0.9,0
20/11/1970,7.92,0,9.8,0,7.6,1,-1.5,-9
21/11/1970,10.21,4,0,0,6.6,0,2.5,-0.6
22/11/1970,5.79,0,13.6,0,9.5,0,1.6,-5
23/11/1970,12,0,6.8,0,14.6,0,5.5,0.3
24/11/1970,6.79,0,0.5,0,14.5,0,9.3,NA
25/11/1970,11.21,0,0.7,0,14.8,0,9.2,7.9
26/11/1970,7.21,0,4.1,0,11.4,0,10,4.5
27/11/1970,9.54,0,4.3,0,13.4,0,9.1,2.5
28/11/1970,9.96,0,0.1,0,12.9,0,10.9,8.5
29/11/1970,2.21,0,3.4,0,9.1,0,6.6,1.5
30/11/1970,7.83,4,0,0,8.4,0,5.5,2.4
01/12/1970,9.33,0,0,0,9.2,0,4.4,-0.8
02/12/1970,14.75,0,0.5,0,11.8,0,5,4
03/12/1970,6.96,0,5,0,12.2,0,8.2,6.4
04/12/1970,12.5,0,0.2,0,9.4,0,5.6,0
05/12/1970,13.75,0,3.5,0,9.4,0,5.8,2
06/12/1970,17.33,0,2.1,0,8.5,0,5.6,1.2
07/12/1970,7.54,0,0,0,8,0,5.1,0
08/12/1970,3.46,0,0,0,7,1,-1,-7.8
09/12/1970,1.79,0,0.1,0,7.5,1,-3.2,-10
10/12/1970,6.58,0,0,0,7.6,1,-3,NA
11/12/1970,9.21,0,0.4,0,10.4,0,6,4.5
12/12/1970,8.17,0,1.9,0,10.5,0,6.6,5.5
13/12/1970,6.79,0,0,0,7.8,0,3,-0.4
14/12/1970,2.42,0,0.7,0,9.6,1,-2.8,-10
15/12/1970,5.04,0,0,0,11.4,1,-2.6,-4.5
16/12/1970,10.96,0,0.2,0,12.2,1,-0.9,-7.1
17/12/1970,7.62,0,0.5,0,12.5,0,5.1,5
18/12/1970,9.83,0,0,0,13.1,0,7.5,5
19/12/1970,12.75,0,0.9,0,13.5,0,11.6,8.9
20/12/1970,6.13,4,0,0,7.5,0,0.1,-6.8
21/12/1970,5.83,0,0,0,5.5,0,1.2,-4.5
22/12/1970,5.96,4,0,0,6.4,0,0.1,-4.8
23/12/1970,10.13,0,1.1,0,7.7,1,-1.2,-8
24/12/1970,9.42,0,2.7,0,6.4,0,0.4,-0.5
25/12/1970,8.42,0,4.5,0,4.8,0,3.2,-0.9
26/12/1970,13.33,0,3.3,0,6.2,0,0.8,-7.2
27/12/1970,11.58,0,13,0,3.8,0,1.6,-2
28/12/1970,7.21,0,10.2,0,5.6,0,1.8,-0.5
29/12/1970,17.88,0,1.1,0,5.6,0,2,-0.8
30/12/1970,13.79,0,0,0,4.3,0,4,1.5
31/12/1970,4.83,0,0.5,0,2,1,-1.9,-8.5
01/01/1971,4.63,0,0,0,3,4,NA,-9
02/01/1971,5.83,0,0,0,4.5,4,NA,-0.6
03/01/1971,2.5,0,0,0,1.8,4,NA,-4
04/01/1971,7.12,0,0.5,0,5.8,4,NA,-11
05/01/1971,17.96,0,3.4,0,9.4,4,NA,2.6
06/01/1971,11.63,0,0.3,0,13.4,4,NA,0.1
07/01/1971,19.21,0,0,0,12.6,4,NA,10.1
08/01/1971,14.62,0,0.7,0,14.1,4,NA,2
09/01/1971,20.3,0,0.1,0,14,4,NA,8.4
10/01/1971,17.96,4,0,0,16.8,4,NA,8.1
11/01/1971,11.04,0,0,0,10.4,4,NA,1.5
12/01/1971,3.88,4,0,0,10.4,4,NA,-3.5
13/01/1971,6.87,0,0.2,0,9.4,4,NA,6
14/01/1971,4.17,0,0,0,9.8,4,NA,4.8
15/01/1971,2,0,1.1,0,8.4,4,NA,1
16/01/1971,4.33,0,0.3,0,10.5,4,NA,-3
17/01/1971,12.42,0,2.5,0,11.6,4,NA,-2.2
18/01/1971,14.46,0,0.4,0,11.8,4,NA,0.6
19/01/1971,15.96,0,1.1,0,8.5,4,NA,3
20/01/1971,12.62,0,18,0,8,4,NA,-3.2
21/01/1971,5.58,0,0.4,0,8.5,4,NA,-1.6
22/01/1971,10,0,0.3,0,10.5,4,NA,-3.5
23/01/1971,13,0,4.3,0,9,4,NA,-0.5
24/01/1971,21.17,0,0.4,0,10.2,4,NA,0.3
25/01/1971,11.71,0,0.5,0,10.2,4,NA,4.1
26/01/1971,6.13,0,0,0,8.3,4,NA,-6
27/01/1971,5.83,0,2.2,0,8.2,4,NA,-7
28/01/1971,8.38,0,0.1,0,4.7,4,NA,-0.5
29/01/1971,7.08,0,0,0,6.6,4,NA,-0.3
30/01/1971,7.04,0,0.1,0,3.2,4,NA,-12.3
31/01/1971,13.79,0,0,0,4.4,4,NA,-5
01/02/1971,8.21,0,0,0,4.8,1,-0.8,-5
02/02/1971,11.67,0,0.3,0,8.8,1,-4,-11
03/02/1971,10.92,4,0,0,9.6,1,-0.8,NA
04/02/1971,3.5,4,0,0,8.2,0,6.5,5.5
05/02/1971,4.96,0,0,0,8.6,0,7,5.2
06/02/1971,2.83,0,0,0,6.6,0,4.8,3.5
07/02/1971,7.08,0,0,0,7.5,0,5.4,4.6
08/02/1971,6.79,0,0,0,8.8,0,1.6,-4.4
09/02/1971,8.67,0,0,0,8.9,0,6.2,0.4
10/02/1971,5.71,0,0.4,0,9.4,0,6.1,1.2
11/02/1971,5,0,2.6,0,9,0,5.2,3.6
12/02/1971,21.71,0,5,0,11.1,0,5.4,3.6
13/02/1971,19.62,0,0.5,0,6.5,0,3,0.9
14/02/1971,18.5,0,1.1,0,7.5,0,1.9,-0.5
15/02/1971,9.54,0,4.9,0,4.1,0,0,-3.2
16/02/1971,11.96,0,0.7,0,7.8,1,-2.4,-10.8
17/02/1971,13.21,0,4.2,0,9.9,0,2,-3.6
18/02/1971,11.71,0,0,0,9.8,0,4.3,0.9
19/02/1971,5.91,0,1.8,0,11.4,0,2.1,-3.1
20/02/1971,17.04,0,0.7,0,11.6,0,4.5,2.1
21/02/1971,12.08,0,0.2,0,10.1,0,4.6,0.6
22/02/1971,6.25,4,0,0,10.8,1,-1,-8.2
23/02/1971,6.58,4,0,0,10,0,2.2,-5
24/02/1971,3.17,4,0,0,11.3,0,4.2,-1.5
25/02/1971,2.33,4,0,0,8.6,0,5.2,3.6
26/02/1971,2.54,0,5,0,10.4,0,3.2,-4.5
27/02/1971,2.62,0,2.9,0,8.8,0,6.5,5.4
28/02/1971,3.04,0,4.5,0,9,0,7,3.5
01/03/1971,6.71,0,4.7,0,9.2,0,7,5.5
02/03/1971,7.87,0,0,0,9.7,0,1.2,-4.5
03/03/1971,6.38,0,0,0,9.5,0,1.2,-2.8
04/03/1971,8.25,0,0,0,6.4,0,3,-0.5
05/03/1971,8.58,0,0.1,0,7,0,0.4,-3
06/03/1971,6.87,0,0,0,6.8,0,2,1
07/03/1971,3.42,0,0,0,7.7,0,1.5,-2.5
08/03/1971,2.25,0,0,0,8,0,1.3,-1.2
09/03/1971,6.71,0,0,0,11.2,0,3.4,4.1
10/03/1971,7,0,0.3,0,11.7,0,0,-4.2
11/03/1971,8.92,0,0,0,12,0,4.9,4.7
12/03/1971,13.29,0,0,0,12.5,0,6,4.1
13/03/1971,4.71,0,4.4,0,8.7,0,6,4
14/03/1971,3.25,0,0.1,0,9.1,0,1.4,0.4
15/03/1971,4.33,0,0.1,0,7.4,1,-1.3,-5.2
16/03/1971,8.21,0,0.2,0,8.5,1,-2.6,-7
17/03/1971,11.21,0,14.6,0,6.6,0,2.4,-0.4
18/03/1971,23.25,0,38,0,5.6,0,3.5,3.6
19/03/1971,24.25,0,4,0,4.8,0,3,2
20/03/1971,19.08,0,0.2,0,5.8,0,3,1.8
21/03/1971,12.12,0,0,0,8.2,0,0.6,-2
22/03/1971,5.96,0,0,0,8,0,1.9,-2
23/03/1971,12.21,0,0.4,0,11.5,0,4.5,2
24/03/1971,15.92,0,3,0,13,0,8,7
25/03/1971,14.83,0,1.4,0,11.1,0,3.8,1.5
26/03/1971,10.92,0,0,0,8.6,0,3.4,1
27/03/1971,5.79,0,0.1,0,10.6,0,1.3,-3
28/03/1971,9.96,0,0.5,0,13,0,5.6,NA
29/03/1971,3.21,0,0.4,0,10.8,0,7.5,6.9
30/03/1971,2.04,0,0.4,0,9.6,0,7,4
31/03/1971,3.42,0,0,0,10,0,6.3,4.5
01/04/1971,9.29,0,0.4,0,10.3,0,6,3.6
02/04/1971,14.79,0,0.7,0,8,0,6,4.5
03/04/1971,12.96,0,0,0,8.6,0,4,2
04/04/1971,8.25,0,0,0,8.2,0,3.9,0.6
05/04/1971,1.46,0,3.6,0,8.6,0,5.7,5
06/04/1971,1.42,4,0,0,10.5,0,3.4,-0.8
07/04/1971,2.92,4,0,0,10.1,0,2.6,-2
08/04/1971,6.63,0,0,0,10,0,1.6,-3
09/04/1971,5.17,4,0,0,11,0,5.4,0.6
10/04/1971,4.33,4,0,0,11,0,1.5,-3.5
11/04/1971,1.42,0,0,0,14,0,4,-4.5
12/04/1971,5.79,0,0,0,13.4,0,1.7,-2.4
13/04/1971,5.63,0,0,0,12.8,0,7.2,3
14/04/1971,2.13,0,0,0,12.7,0,7.3,-0.5
15/04/1971,2.29,0,0.5,0,15.5,0,8.1,3.2
16/04/1971,12,0,2.2,0,11,0,7,4.5
17/04/1971,13.75,0,0,0,11.9,0,0.3,-5
18/04/1971,15.83,0,0,0,15,0,6.7,7.5
19/04/1971,6.38,0,0.4,0,15,0,9.4,7.6
20/04/1971,3.88,0,0.8,0,11.7,0,7,3.2
21/04/1971,7.5,0,13.3,0,16.2,0,8,2.5
22/04/1971,1.5,0,7.3,0,12.4,0,9.2,8.4
23/04/1971,11.25,1,14.7,0,7.4,0,6.2,6
24/04/1971,12.62,1,4.8,0,8.8,0,5.6,4.6
25/04/1971,8.46,0,0,0,10.1,0,0.9,-5.3
26/04/1971,11.21,0,0,0,9.5,0,4.1,4.8
27/04/1971,3.83,0,0,0,10.6,0,1.4,-5
28/04/1971,2.37,0,0,0,12.4,1,-0.8,-7
29/04/1971,2.75,4,0,0,10.3,0,7.2,4
30/04/1971,2.83,4,0,0,10.6,0,6.2,3
